User,rating,Tanggal,ulasan
Abdulloh Nafis Al Laudzi,3,4 tahun lalu,"Ditempat ini menyediakan berbagai hal, mulai kolam renang, dan juga resto. Yg suka dengan hal klasik cocok ketempat ini karena menawarkan pemandangan dan hal2 yg bersifat seperti ""jaman dulu"" Juga terdapat tempat yang memnjakan mata. Menginap disini seperti menginap di vila atau cottage dengan view sawah dan tanaman juga pegunungan. Kamu juga bisa request untuk menyalakan api unggun atau outdoor party. Tempat outdoor lumayan luas ada sedikit mainan untuk anak-anak,tapi harus didampingi ya. Hanya saja ametize kurang lengkap, hanya ada sabun sampo dan sikat+pasta gigi. Pas kesini penggunaan air hangat juga agak sulit padahal tempatnya dingin, habis berenang mau bilas kan ndak nyaman kalau air dingin, coba untuk menelp cs juga sulit mungkin karena ramai. Tidak disediakan air hangat dan minuman hangat di kamar. Fasilitas TV dan toilet saja tidak ada wastafel. Pelayanan ramah. Semoga kedepan lebih bnyak perbaikan lagi."
Diaz & Day 's Santi,3,Diedit 7 tahun lalu,"Lokasinya berundak ( naik turun tangga ) , cocok untuk anak2 tp tidak untuk orang tua"
yeni ika,5,4 tahun lalu,Murah meriah kalo pengen santai sambil berenang
Arief Genggong,4,7 tahun lalu,Tempat nyaman untuk outbond & liburan keluarga
Amet Hydrant,5,2 tahun lalu,Muat sampai 500 orang klo mau akhir pekan disini
Hendrasto Andeski,4,5 tahun lalu,"Tempat yg asik buat kumpul2 bersama keluarga.
Paket outbound yg terjangkau untuk kegiatan anak2.."
agistien ariyantasari,5,Diedit 2 tahun lalu,"Menginap semalam untuk acara kantor dg electon, api unggun, outbond dan tubing sgt seru dan berkesan.Tempat yg eksotik, pelayanan memuaskan, kamar bersih, tim outbond yg keren membuat kita merasa senang dan nyaman. Recomended tuk gathering.Terima kasih banyak taman dolan special thx for mas hendrik n untuk semuanya...the best for u...
Sukses selalu..."
ST_Dwi Fatma,3,3 tahun lalu,"Plus
- lokasi dekat dr Toll
- akses mudah, bus bisa
- kapasitas penginapan banyak, modelnya ada yg privat sampai barak untuk rame2
- suasana, view bagus, diiringi suara air terjun mini dan kicau an burung

Minus
- water heater bny yg mati, penanganan lambat
- makan utk rombongan kurleb 100 orang agak lambat ketika kehabisan. Bahkan menu soto ayam suwir, bny yg ga dapat ayamnya :-(

Eman, tempat strategis, tapi mungkin blm terbiasa dengan rombongan besar.
Semoga bisa diperbaiki dan semakin terkenal ke depan"
Friartianto Donny,4,6 tahun lalu,"Theme park baru, outbond, kolam renang, penginapan dan restaurant"
Heriyanto Heriyanto,4,2 tahun lalu,"Alternatif menginap yang bagus selain ke hotel. Suasana pedesaan banget. Staf ramah. Yang perlu dibenahi adalah room servicenya. Kita tidak bisa masuk sampai jam 15 karena ruangan belum selesai dibersihkan. Handuk dan alat mandi baru tersedia malamnya. Selain itu, yang lain oke."
M,5,3 tahun lalu,"Datang kesini sama keluarga besar, semuanya puas. Makanannya enak n anak2 bisa main air (berenang)... Kalau kesini harus sedia baju ganti, karena pasti pada pengen berenang. Suasananya asri, jadi bikin betah. Minusnya, lampu kamar mandi kurang terang, jadi kesannya gelap, trus kalau mau nambah pesanan harus naik ke atas (meja receptionis).
Bakalan balik lagi klo pas liburan"
Haykal Pekre,5,8 bulan lalu,"Keren, cocok buat outbound atau hanya sekedar Staycation bersama keluarga atau teman sekantor"
Nafiisah al,3,Diedit 3 tahun lalu,"tempatnya memang indah, pemandangan asri, sejuk. tradisional gitu deh temanya. tapi pelayanan kurang memuaskan, pesanan teh saja bisa 1 jam. meja tidak dibersihkan, tidak disterilkan. banyak debu bahkan di piring piring saji. kolam renang dewasa juga sudah menjadi kolam ikan. permainan tradisional sudah tidak ada seperti dulu. banyak yang sudah tidak fungsi. pesanan makanan salah semua. minuman juga. mungkin pegawai sedang lelah, entahlah. semoga bisa memperbaiki agar menjadi tempat yg indah seperti dulu"
mohammad setya adi fauzi,4,2 tahun lalu,Tempatnya asri dan nyaman ada karokeannya
Andri Colez,4,7 tahun lalu,"Sebenarnya bukan taman, hanya kebetulan saja namanya Taman Dolan (Jawa) yang dalam bahasa Indonesia berarti ""bermain"". Ada banyak gubuk tempat makan yang bernuansa pedesaan. Tapi bagi saya kok malah terkesan kumuh, padahal konsepnya udah bagus.
Kolam renang tersedia 2 tempat. Yang area bawah untuk dewasa dan untuk anak di area atas.
Rasa makanan cukup enak terutama masakan bakar. Yang goreng tidak terlalu enak. Harga masakan standar, ada beberapa pilihan paket makan 5 orang.
Ada beberapa cotage di area dalam agak ke atas sehingga view persawahan dan gunung dapat dilihat dengan jelas."
Moch Hasanuddin,3,7 tahun lalu,T4 ny nyaman...mmmm airx euy...dingiiiin
KUS RIYANTA,4,7 tahun lalu,Taman dolan tempat makan dan kolam renang anak anak
ari andriyanto,5,2 tahun lalu,"Tiket masuk kolam renang Rp15rb per orang
Bila sekalian ikut paket makanan kurang lebih senilai Rp 200rb free tiket kolam renang untuk  5 orang
Susana sejuk dan segar"
Linda Suvi Rahmawati,5,6 tahun lalu,"Seneng n bagus dsni, cm pas kebetulan musim hujan g jdi outbond deh"
Arswinda Shinta Listiarti,5,setahun lalu,"Tempatnya memanjakan mata, telinga n hidung banget. Pelayanan oke, makanan enak (kecuali nasgornya perlu upgrade resep menurutku)
Recomended buat yg honeymoon, stress kerja, n putus cinta"
Andy Ilham,5,4 tahun lalu,"Asri, sejuk, santai, makanan nya enak"
Ana Indy,5,5 tahun lalu,"Lokasinya strategis dipinggir jalan besar, cuma awal kesini salah tmpat parkir, ditmpat outbondnya, jd klo ke penginapannya harus masuk gang kecil dulu, tp mobil bs masuk kok. Penginapannya bagus sekali, benar2 disajikan pemandangan sawah, gunung, damai sekali rasanya, cm agak berisik ya klo pas ada anak outing. Tmpatnya jg luas sekali, bisa jalan2 diarea pnginapan, Dan untuk cek in lama sekali, kmren hrus nunggu 1,5 jam ky ny mbak nya bingung gt. tp kebayar kok sm kamar dan pemandangan yg sangat bagus❤❤ bakal balik sini lg, untuk makanannya enak sumpah, ga rugi"
Felga Widyahnita,5,8 tahun lalu,Resto guesthouse outbond kolam renang mushola tempat wisata keluarga murmer
Robin Hammz,5,5 tahun lalu,Semua layanan bagus...yang perlu ditingkatkan adalah perbaikan dan inovasi yang bikin menarik ...bravo...
Joehana Septa,4,7 tahun lalu,"Tmpatnya seru, cuman panas bgt sdikit gersang.."
Reza Adiguna,4,7 tahun lalu,asik tempatnya dan ada kolam renang nya juga...murah meriah
Ida Imami,1,4 tahun lalu,"Saya menginap hari ini, kecewa... Dengan harga promo 599.000 tdk worth it.  Tdk ada ac, anak saya rewel panas meskipun di daerah persawahan. wifi di dalam kamar sulit,tidak ada tisu, tdk ada gelas, tdk ada kopi/teh sachet, sabun dan sampo cuma 1, padahal untuk kapasitas kamar 4 orang, tv kecil hanya dilantai bawah, kolam kotor.

Tidak direkomendsikan penginapan untuk anak-anak. Kamar kayu banyak paku tajam di dalam. Membahayakan.

Untuk harga 599.000 di daerah malang / batu di masa pandemi ini banyak yg lebih bagus fasilitas nya.

Not rekomended"
wisnu wardhana,3,3 tahun lalu,"Lumayan, makanan cukup enak, murah ... perlu pembeahan kecil2 , kunci pintu kmr kecil/ toilet di kolam renang, pakai kayu aja biar awet.
Petunjuk lokasi perlu dibuatkan di 50mtr sebelum lokasi, krn posisinya dekat tikungan dan agak rendah dr permukaan jalan raya. Semoga semakin sukses."
Arsyadinata Salim Prayugo,1,11 bulan lalu,"Pelayanan yg ceroboh hal yg sangat fatal karena identitas pribadi (KTP) diserahkan kepada orang yg bukan bersangkutan, receiptionis tidak bertanggung jawab noval"
Sanjaya,5,6 tahun lalu,Nuansa pedesaan yang asri. Nice place 👍🏻 …
Puguh Munarto,1,3 tahun lalu,"Kami datang bersama rombongan 27 orang (termasuk anak2). Pesan makan siang jam 12.45 WIB sebanyak 23 menu, proses lama sekali baru nongol sekitar jam 14.30 an, itupun baru sebagian dan sampe jam 16.02 sisa menu yg diorder sebanyak 6 menu belum juga nongol. Alasannya msh waiting list.... enggak banget deh, manajemen dapurnya. Baru kali ini, ada rombongan pesan makan tp keluarnya tdk bersamaan. Lebih 3 jam, saat posting ini jg blm selesai."
Afif Sultoni,1,5 tahun lalu,"Cukup sekali aja gk akan berkunjung lg

- Pelayanan sangat buruk
- Pesan makan aja 1 jam 1/2 blum juga diantar
- Kamar juga terlalu berisik sm kamar sebelah
- Breakfast gk dapat
- Parkiran belakang gk ada satpam yg jaga.
( Pas tengah malam )
- Kolam renang kotor
- Off Wi-Fi ( tdk bisa )"
Nita Trias,5,7 tahun lalu,Murah dan berkualitas.  Cocok untuk liburan...
Erin Yupita,4,Diedit 5 tahun lalu,"Taman edukasi dan juga restoran di daerah kab. Malang. Yang membuat istimewa disini adalah view sawah dan sumber air (dam) yg asri seperti berada di pedesaan. Gak heran Taman Dolan ini cocok untuk mengajarkan anak mengenal ekosistem alam beserta kehidupan di dalamnya. Disini juga melayani reservasi untuk a keperluan acara keluarga/teman/bahkan sekolah. Makanan yang tersajikan disini juga enak banget serius hasil dari pengelolaan itu sendiri 😭 Selain taman edukasi, disini juga menyediakan tempat penginapan sederhana untuk melepas penat setelah perjalanan panjang. Untuk fasilitas umum seperti tempat parkir yang luas, toilet yang tersebar d beberapa spot, mushola, dan fasilitas tambahan seperti kolam renang. Untuk foto yg ada d galeri adalah hasil kegiatan outbond disana, dan pastinya menyusul ya
Sekian dulu ulasan dari saya, terima kasih sudah membaca, semoga membantu 😊🙏🏽"
siti rosyana,3,7 tahun lalu,"Disini saya bs menikmati suasana yg tenang karena lokasinya dikelilingi persawahan/kebun. Ada kolam renang utk anak dan dewasa. Menu makanan dan minuman cukup variasi tapi saya cukup lama menunggu disajikan. Disediakan colokan jd bisa sambil buka laptop. Sayang saya berkunjung saat hujan jd kesannya ""terjebak"" karena tdk ada kanopi antara tempat makan satu dg tempat lainnya (ke toilet/pesan makanan/memanggil pelayan jd susah)"
kitchin kingu,1,4 tahun lalu,"Tempat memang asri, suasana alam nya emang dapet banget....

Tapi :
1. Pemanas air gak bisa bekerja dengan baik, klo udah panas ya panas ajah, gak bisa anget.
2. Semburan shower juga gak maksimal.
3. Kamar banyak semut.
4. Telpon ke receptions 801 mau komplain gak pernah diangkat.
5. Kolam renang kotor, lantai licin.
6. Jalanan licin banyak lumut."
FAZA FAUZAN,4,Diedit 6 tahun lalu,Bagus buat tempat outbond anak anak
afra hafizt,4,Diedit 6 tahun lalu,Ada beberapa jembatan yang perlu diperbaiki tapi pafa umumnya dah bagus
NANANG NOVITA,5,5 tahun lalu,"Suasananya sangat indah layaknya alam pedesaan sebenarnya, viewnya langsung melihat gunung"
Arfa Channel,3,3 tahun lalu,"Suasananya sejuk sih, cuman gak sesuai dengan yang saya bayangkan. Ketika ajak anak kecil main kesana, wahana kolam renangnya licin keramiknya, dan seperti kurang terawat.

Mungkin kalau untuk orang bulan madu, atau berpacaran cocok suasananya..."
aris wijanarko,3,5 tahun lalu,"Tempat parkir lebih kurang muat 7 mobil.
Tempat rasa desa dan menyenangkan. Ayam ingkung goreng rasa kurang nendang . sambalnya ok. Gurami sedang. Harga cukup umum.
Ada gubug makan pemandangan sawah...sesekali ada murid sekolah tk outbound di lokasi sawah. Ada kolam renang cukup bersih tapi rasanya perlu perbaikan ubin agar lebih bagus. Suasananya seperti di lembah dgn latar belakang gunung di kejauhan.
Ada penginapan . mulai kapasitas 2 orang perkamar. Hingga rumah bedeng yg berkapasitas hingga 30 orang sekaligus."
Rindha Devie,3,6 tahun lalu,"View nya bagus, di warung Ingkung makanannya enak tapi banyak lalat & tdk dapat sendok garpu jika tdk minta. Servicenya ramah tp lelet. Penginapannya bagus tp jauh dari parkiran cz akses jalan masih dibangun. Beberapa Properti kamar rusak butuh perbaikan. Overall sy senang karena staff baik & ramah. Terima kasih ☺️"
Al Bert,1,2 tahun lalu,Tempat ini benar2 parah penginapannya.. Gak ada pendingin apapun termasuk kipas angin.. Dikamar sudut2nya debunya tebal.. Banyak semut juga.. Kasur juga kotor dan ditemboknya banyak tai cicak.. Kamar mandi juga jorok dan bau.. Bayar juga gak murah 1jtan/malam untuk kamar isi 4 orang tapi sarapan cuma untuk 2 orang 🤦‍♂️
Bambang Hari Setiyadi,4,5 tahun lalu,"* Parkiran kurang luas, tapi mwmang disesuaikan dengan kapasitas lokasi ya..
* Paket makan dan tiket, ide yang bagus menurut saya.
* Jalan dari tiketing ke area kolam perlu diperlebar, jd mudah untuk papasan orang jalan.
* Saung/ gazebo perlu ditingkatkan kebersihannya, terutama bagian bawah (deket kolam dewasa)
* Saat hujan, saung hampir tidak bisa dipakai sama sekali
* Lebih suka jika kolam dewasa dan anak anak agak berdekatan, jd orangtua lebih mudah mengawasi anak2, saat berenang juga.
* Tempat bermain di kolam anak perlu ditingkatkan perawatannya.

Mau tubing tapi pas ujan, ga jadi deh..takut banjir"
Farid Arsitek,5,5 tahun lalu,"mampir kesini menjelang sore, suasananya cukup berbeda dengan tempat lainnya, terletak di tanah berkontur membuat cottage-cottage yang ada menjadi tempat makan yang tematik, anak2 bisa bebas lari diatas rumput, makanannya murah dan rasanya gak main-main, coba pesan singkong kejunya deh."
Defitasari Novia,5,9 bulan lalu,"Seru dan kakak guide nya seru, banyak ice breaking cocok untuk siswa sekolah kelas rendah."
Alma Dk,4,5 tahun lalu,"Kolam renang cukuplah untuk bermain air, ada kolam dengan sumber alam, lumayan seru untuk anak SD, untuk anak SMP ke atas aktifitas yang menantang perlu ditambah. Saat kami berkunjung beberapa pagar pembatas perlu segera dibenahi."
masdeah,5,3 tahun lalu,"Eduwisata yang cocok banget untuk pelajar apalagi anak SD, Trainernya keren dan profesional. Sangat aktif dan memuaskan pelayanannya. Hanya saja menurut saya kolam renangnya kurang banyak hehe"
Andy Haryadi,4,6 tahun lalu,asik...cocok untuk keluarga...view bagus
djarwadi zabroy,3,7 tahun lalu,Fasilitas kurang memadai utk tempat santai kluarga
Igo Indonesia,5,8 tahun lalu,"Asik tempatnya, suasana pedesaannya dapet banget."
zakki safrizal,5,5 tahun lalu,"Tempat rekreasi yang lengkap, untuk honey moon ada penginapan, dengan vila ala rumah tradisional, buat kebersamaan kantor juga oke banget
Ada mentor yang mandu team untuk kolaborasi permainan yang melatih psikologi team work terbangun ada x mission, rafting api unggun karaoke lengkap deh. Buat anak anak berlibur juga aman. Fasilitas kolam renang dan hiburan lainya seperti api unggun tersedia"
Hartoni Toni,4,6 tahun lalu,tempat rekreasi yang cocok untuk keluarga
Herawati S,4,7 tahun lalu,"Pemandangan alam di sini bagus, udaranya segar.
Punya sarana outbond yang cocok untuk anak-anak sekolah dasar. Sedangkan untuk yang lebih kecil, saya rasa kurang cocok. Kontur tanah yang naik turun akan menyulitkan pengawasan. Lebar untuk jalannya agak sempit. Ada beberapa tempat yang harus diperhatikan karena tidak dibatasi padahal di ketinggian.
Ada kolam kecil untuk anak-anak.
Punya penginapan juga, bagus untuk yang suka suasana persawahan. Juga ada aliran air kecil yang membuat suasana tentram.
Tiket masuknya 10.000"
Totot Andi,4,5 bulan lalu,tempat yang bagus untuk wisata outbond
UPIN FF,3,6 tahun lalu,Murah tiketnya..tp sikecil 2th sdh ikut bayar ...
Jihan Farah Hertiyan,1,6 tahun lalu,"View pegunungan bagus.  Lainnya spt pelayanan, recepsionis, sarapan, Toilet, pemanas air , buruk.👎 …"
wasis dewe,5,2 tahun lalu,Bagus n enak tempat nya
Arizal Maulana,4,6 tahun lalu,"Penginapan dengan konsep alam yang sangat cocok untuk anak-anak. Taman Dolan mengusung konsep permainan tradisional sehingga anak-anak dapat mencoba permainan seperti hulahop, egrang, bakiak, ayunan, dll. Ada juga area yang mengetes ketangkasan anak seperti berjalan di bambu yg dibawahnya ada air.

Taman Dolan terletak di lembahan yang di belakangnya terbentang sawah. Apabila menginap disini, kita langsung bisa melihat sawah begitu jendela dibuka. Interior kamar cukup nyaman dan sudah tersedia air panas. Namun tidak dilengkapi AC mengingat suhu di Batu sudah cukup sejuk.

Rasa makanan cukup enak dengan menu rata2 adalah menu tradisional. Kekurangannya adalah di beberapa tempat umum spt aula, tempat makan, dan beberapa tempat lainnya, kayunya sudah teelihat tua sehingga mengurangi pemandangan. Ada baiknya dicat ulang."
H. Arief Wicaksono,5,3 tahun lalu,"Tempat asik, seru, kamarnya bagus nyaman. Meskipun tanpa AC kamarnya udah dingin banget. Ada pemanas airnya.
Cocok buat acara2 keluarga, employee gathering, LDKS, dll"
Puji Sri astutik,4,3 tahun lalu,"viewnya bagus , makananya murah enak kolam renang juga bersih recommended pokoknya kapan2 bisa datang lagi nich diacara ultah #ada bbrp kamar mandi yg kurang perawatannya dan mohon dikasi tulisan  arah petunjuk yg jelas misal mushola, toilet yg arah dibawahnya kolam renang ànak2"
Lidya Hartini,5,5 tahun lalu,Lokasinya keren. Outbound nya juga menarik
muriyanah ana,4,2 tahun lalu,"Suasana adem,tp sayang tempatnya terlalu banyak tanjakan,jalannya terlalu sempit,kurangnya drainase jd air meluncur ke tangga bagian bawah entah darimana.musola kurang terawat dengan baik tempat wudhu lantai dr semen kelihtan berlumut jd kalau jalan atau turun tangga super hati2 apalg utk orangtua atau bumil,untuk makanan cukup enak.utk pelayanan cukup baik.
Mungkin krn musim hjn jd lumutnya ada dimana -mana."
Zulmi Rahfa,5,4 tahun lalu,Cocok bagi yg bawa anak kecil
yoki satriyo,5,2 tahun lalu,"cocok buat liburan sekeluarga.
pegawai yg ramah.
mungkin ada satu kekurangan yaitu wahana bermain untuk anak anak selain kolam renang anak.
untuk keseluruhan dr rating 1 - 10 bisa saya kasih rating 9."
Bob Mahaputra,2,4 tahun lalu,Klo buat org yg suka agak suasana alam mungkin cocok. Tp yg pgn suasana modern gak cocok. Letak penginapan lewat gang kecil yg gak bisa simpangan sama sekali. Tempat parkir kecil. Jalan ke penginapan naik turun dan licin banget klo hujan krn outdoor. Gak cocok klo ngajak orang tua krn pasti capek jalan ke kamar penginapannya.  Tp positifnya pelayanan ramah dan tanggap.
M Nashrul Ibad,3,6 tahun lalu,"Mungkin memang konsep nya yg dibuat seperti itu, tp buat saya pribadi agak kurang nyaman kalau utk tempat menginap. Tapi kalau cuman utk berenang dan makan masih nyaman aja. Beberapa menu malah layak dicoba seperti nasi tumpeng dan ayam ingkung nya"
Tri Evelina,4,6 tahun lalu,"Wisata kuliner dengan kolam renang dipinggir gazebo. Cocok buat anak anak karena bisa sambil berenang dikelilingi pemandangan sawah disekelilingnya. Tiket masuk 10 ribu rupiah, tapi pada saat high session seperti hari lebaran naik menjadi 15 ribu rupiah."
Lussi Rossi,2,6 tahun lalu,"Pelayannya bagus. Kamar tidak nyaman, masih kotor, keset basah. Bangunannya kayak asal2an, fasilitas kamar beda2 padahal harga sama. Kebersihan kurang terjaga. Bau saluran pembuangan mengganggu udara bersih, mungkin bisa dirapikan saluran pembuangan kamar mandi."
